Line #,State abbreviation,State name,Congressional district, Citizen voting-age population Estimate , Citizen voting-age population Margin of error (MOE) , 18-29 Age Estimate , 18-29 Age  Margin of error (MOE) , Age 18-29 Percent of total , 18-29 Age Percent of total margin of error (MOE) , 30-44 Age Estimate , 30-44 Age Margin of error (MOE) , 30-44 Age Percent of total , 30-44 Age Percent of total margin of error (MOE) , 45-64 Age Estimate , 45-64 Age Margin of error (MOE) , 45-64 Age Percent of total , 45-64 Age Percent of total margin of error (MOE) , 65+ Age Estimate , 65+ Age Margin of error (MOE) , 65+ Age Percent of total , 65+ Age Percent of total margin of error (MOE) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,TX,Texas,7," 448,262 "," 17,967 "," 94,925 "," 7,980 ", 21.2 , 1.4 ," 122,431 "," 8,709 ", 27.3 , 1.5 ," 152,485 "," 8,256 ", 34.0 , 1.4 ," 78,421 "," 5,385 ", 17.5 , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,TX,Texas,8," 584,039 "," 8,995 "," 114,865 "," 4,433 ", 19.7 , 0.6 ," 153,896 "," 5,713 ", 26.4 , 0.9 ," 199,843 "," 5,632 ", 34.2 , 0.8 ," 115,435 "," 2,726 ", 19.8 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,TX,Texas,9," 445,634 "," 16,319 "," 125,106 "," 7,962 ", 28.1 , 1.4 ," 112,131 "," 8,042 ", 25.2 , 1.4 ," 138,785 "," 7,156 ", 31.1 , 1.2 ," 69,612 "," 4,256 ", 15.6 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,TX,Texas,10," 593,629 "," 15,051 "," 124,192 "," 9,067 ", 20.9 , 1.3 ," 163,629 "," 8,541 ", 27.6 , 1.3 ," 195,137 "," 8,171 ", 32.9 , 1.1 ," 110,671 "," 4,730 ", 18.6 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,TX,Texas,11," 542,570 "," 6,851 "," 125,640 "," 4,216 ", 23.2 , 0.7 ," 132,612 "," 4,375 ", 24.4 , 0.7 ," 164,392 "," 4,265 ", 30.3 , 0.7 ," 119,926 "," 2,475 ", 22.1 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,TX,Texas,12," 572,411 "," 11,504 "," 126,234 "," 6,401 ", 22.1 , 1.0 ," 147,586 "," 6,604 ", 25.8 , 1.0 ," 195,434 "," 7,204 ", 34.1 , 1.1 ," 103,157 "," 3,844 ", 18.0 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,TX,Texas,13," 493,390 "," 5,774 "," 107,099 "," 3,166 ", 21.7 , 0.5 ," 120,804 "," 3,078 ", 24.5 , 0.5 ," 159,812 "," 3,104 ", 32.4 , 0.5 ," 105,675 "," 1,851 ", 21.4 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,TX,Texas,14," 532,153 "," 6,811 "," 110,575 "," 2,959 ", 20.8 , 0.5 ," 137,967 "," 3,407 ", 25.9 , 0.5 ," 180,436 "," 3,934 ", 33.9 , 0.6 ," 103,175 "," 2,319 ", 19.4 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,TX,Texas,15," 435,170 "," 10,959 "," 127,796 "," 5,836 ", 29.4 , 1.0 ," 109,100 "," 4,889 ", 25.1 , 0.9 ," 126,966 "," 5,116 ", 29.2 , 1.0 ," 71,308 "," 4,080 ", 16.4 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,TX,Texas,16," 458,940 "," 7,531 "," 133,726 "," 4,053 ", 29.1 , 0.7 ," 123,299 "," 4,353 ", 26.9 , 0.9 ," 124,935 "," 4,201 ", 27.2 , 0.7 ," 76,980 "," 2,380 ", 16.8 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,TX,Texas,17," 550,601 "," 9,229 "," 171,731 "," 4,474 ", 31.2 , 0.7 ," 129,226 "," 4,806 ", 23.5 , 0.8 ," 155,299 "," 6,021 ", 28.2 , 0.9 ," 94,345 "," 2,618 ", 17.1 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,TX,Texas,18," 480,387 "," 17,751 "," 126,644 "," 7,297 ", 26.4 , 1.0 ," 138,713 "," 7,995 ", 28.9 , 1.2 ," 144,541 "," 6,719 ", 30.1 , 1.1 ," 70,489 "," 5,037 ", 14.7 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,TX,Texas,19," 509,891 "," 4,649 "," 141,466 "," 2,800 ", 27.7 , 0.5 ," 125,507 "," 3,479 ", 24.6 , 0.6 ," 145,193 "," 3,246 ", 28.5 , 0.6 ," 97,725 "," 2,058 ", 19.2 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,TX,Texas,20," 549,483 "," 15,793 "," 160,406 "," 8,396 ", 29.2 , 1.1 ," 149,365 "," 8,057 ", 27.2 , 1.2 ," 153,772 "," 5,985 ", 28.0 , 0.9 ," 85,940 "," 4,503 ", 15.6 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,TX,Texas,21," 622,228 "," 13,955 "," 142,173 "," 7,798 ", 22.8 , 1.1 ," 157,270 "," 7,794 ", 25.3 , 1.1 ," 194,292 "," 7,451 ", 31.2 , 1.0 ," 128,493 "," 4,827 ", 20.7 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,TX,Texas,22," 577,164 "," 14,484 "," 115,523 "," 7,208 ", 20.0 , 1.0 ," 160,247 "," 6,599 ", 27.8 , 0.9 ," 205,845 "," 7,171 ", 35.7 , 1.0 ," 95,549 "," 4,029 ", 16.6 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,TX,Texas,23," 507,547 "," 12,255 "," 122,847 "," 5,544 ", 24.2 , 1.0 ," 136,998 "," 7,137 ", 27.0 , 1.1 ," 153,042 "," 6,587 ", 30.2 , 1.1 ," 94,660 "," 5,050 ", 18.7 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,TX,Texas,24," 503,766 "," 10,913 "," 107,198 "," 6,738 ", 21.3 , 1.1 ," 135,318 "," 6,256 ", 26.9 , 1.3 ," 175,632 "," 6,414 ", 34.9 , 0.9 ," 85,618 "," 4,510 ", 17.0 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,TX,Texas,25," 570,238 "," 11,587 "," 120,182 "," 8,504 ", 21.1 , 1.2 ," 151,528 "," 5,169 ", 26.6 , 0.9 ," 184,393 "," 5,140 ", 32.3 , 0.7 ," 114,135 "," 3,856 ", 20.0 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,TX,Texas,26," 605,249 "," 8,073 "," 131,803 "," 4,980 ", 21.8 , 0.8 ," 172,846 "," 6,130 ", 28.6 , 0.9 ," 213,256 "," 5,311 ", 35.2 , 0.7 ," 87,344 "," 2,926 ", 14.4 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,TX,Texas,27," 517,267 "," 6,497 "," 108,956 "," 3,318 ", 21.1 , 0.5 ," 128,370 "," 3,642 ", 24.8 , 0.7 ," 165,306 "," 4,275 ", 32.0 , 0.6 ," 114,635 "," 2,636 ", 22.2 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,TX,Texas,28," 434,305 "," 11,134 "," 116,088 "," 5,286 ", 26.7 , 0.9 ," 112,878 "," 4,675 ", 26.0 , 0.9 ," 130,291 "," 5,299 ", 30.0 , 0.9 ," 75,048 "," 3,922 ", 17.3 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,TX,Texas,29," 369,239 "," 12,870 "," 115,825 "," 7,440 ", 31.4 , 1.7 ," 94,998 "," 6,150 ", 25.7 , 1.4 ," 111,250 "," 6,366 ", 30.1 , 1.3 ," 47,166 "," 4,163 ", 12.8 , 1.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,TX,Texas,30," 479,082 "," 11,936 "," 122,989 "," 6,962 ", 25.7 , 1.3 ," 120,418 "," 7,207 ", 25.1 , 1.3 ," 156,127 "," 5,971 ", 32.6 , 1.0 ," 79,548 "," 3,658 ", 16.6 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,TX,Texas,31," 602,236 "," 5,813 "," 137,130 "," 2,870 ", 22.8 , 0.4 ," 172,836 "," 3,718 ", 28.7 , 0.5 ," 190,521 "," 2,766 ", 31.6 , 0.4 ," 101,749 "," 2,225 ", 16.9 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,TX,Texas,32," 505,867 "," 10,389 "," 120,849 "," 6,678 ", 23.9 , 1.2 ," 127,369 "," 6,325 ", 25.2 , 1.1 ," 166,856 "," 6,423 ", 33.0 , 1.1 ," 90,793 "," 4,526 ", 17.9 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,TX,Texas,33," 360,226 "," 12,748 "," 107,457 "," 6,889 ", 29.8 , 1.5 ," 87,377 "," 5,258 ", 24.3 , 1.2 ," 109,125 "," 6,178 ", 30.3 , 1.3 ," 56,267 "," 3,777 ", 15.6 , 1.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,TX,Texas,34," 424,863 "," 9,876 "," 111,405 "," 4,604 ", 26.2 , 0.9 ," 105,261 "," 4,867 ", 24.8 , 1.0 ," 121,813 "," 5,272 ", 28.7 , 1.0 ," 86,384 "," 3,627 ", 20.3 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,TX,Texas,35," 532,967 "," 13,421 "," 152,919 "," 8,500 ", 28.7 , 1.4 ," 153,805 "," 7,302 ", 28.9 , 1.1 ," 151,784 "," 7,008 ", 28.5 , 1.2 ," 74,459 "," 4,640 ", 14.0 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,TX,Texas,36," 519,385 "," 9,934 "," 111,025 "," 6,807 ", 21.4 , 1.1 ," 124,400 "," 5,324 ", 24.0 , 1.0 ," 176,585 "," 5,324 ", 34.0 , 0.9 ," 107,375 "," 4,018 ", 20.7 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,UT,Utah,1," 521,517 "," 4,200 "," 138,536 "," 3,081 ", 26.6 , 0.5 ," 148,842 "," 3,211 ", 28.5 , 0.6 ," 151,996 "," 2,641 ", 29.1 , 0.5 ," 82,143 "," 1,782 ", 15.8 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,UT,Utah,2," 529,608 "," 7,295 "," 137,185 "," 4,747 ", 25.9 , 0.8 ," 146,798 "," 4,834 ", 27.7 , 0.8 ," 143,419 "," 4,253 ", 27.1 , 0.7 ," 102,206 "," 2,897 ", 19.3 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,UT,Utah,3," 517,848 "," 6,002 "," 166,076 "," 3,653 ", 32.1 , 0.6 ," 129,325 "," 3,401 ", 25.0 , 0.7 ," 139,150 "," 3,762 ", 26.9 , 0.6 ," 83,297 "," 2,862 ", 16.1 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,UT,Utah,4," 518,368 "," 8,401 "," 125,929 "," 4,858 ", 24.3 , 0.8 ," 171,294 "," 5,579 ", 33.0 , 1.0 ," 144,381 "," 4,845 ", 27.9 , 0.8 ," 76,764 "," 3,088 ", 14.8 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,VT,Vermont,At-large," 500,274 "," 2,062 "," 100,387 "," 1,448 ", 20.1 , 0.3 ," 103,384 "," 1,123 ", 20.7 , 0.2 ," 173,821 "," 1,536 ", 34.7 , 0.3 ," 122,682 "," 1,212 ", 24.5 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,VA,Virginia,1," 590,281 "," 8,602 "," 115,999 "," 4,622 ", 19.7 , 0.6 ," 141,411 "," 3,902 ", 24.0 , 0.6 ," 210,432 "," 5,155 ", 35.6 , 0.7 ," 122,439 "," 3,428 ", 20.7 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,VA,Virginia,2," 559,397 "," 6,204 "," 140,647 "," 3,718 ", 25.1 , 0.5 ," 136,454 "," 3,461 ", 24.4 , 0.5 ," 172,710 "," 3,377 ", 30.9 , 0.5 ," 109,586 "," 2,373 ", 19.6 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,VA,Virginia,3," 559,137 "," 7,090 "," 144,935 "," 3,740 ", 25.9 , 0.6 ," 140,818 "," 4,196 ", 25.2 , 0.6 ," 174,813 "," 3,735 ", 31.3 , 0.6 ," 98,571 "," 2,873 ", 17.6 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,VA,Virginia,4," 579,606 "," 9,665 "," 127,615 "," 3,623 ", 22.0 , 0.5 ," 141,627 "," 5,290 ", 24.4 , 0.7 ," 196,356 "," 5,204 ", 33.9 , 0.7 ," 114,008 "," 3,628 ", 19.7 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,VA,Virginia,5," 578,531 "," 7,084 "," 109,871 "," 4,113 ", 19.0 , 0.6 ," 121,923 "," 3,450 ", 21.1 , 0.6 ," 197,536 "," 4,117 ", 34.1 , 0.5 ," 149,201 "," 3,172 ", 25.8 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,VA,Virginia,6," 582,756 "," 4,662 "," 131,680 "," 2,346 ", 22.6 , 0.3 ," 119,755 "," 3,489 ", 20.5 , 0.6 ," 191,356 "," 2,918 ", 32.8 , 0.5 ," 139,965 "," 2,725 ", 24.0 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,VA,Virginia,7," 588,061 "," 8,567 "," 108,547 "," 4,489 ", 18.5 , 0.7 ," 142,947 "," 4,698 ", 24.3 , 0.8 ," 210,231 "," 4,541 ", 35.7 , 0.7 ," 126,336 "," 4,214 ", 21.5 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,VA,Virginia,8," 533,417 "," 10,149 "," 109,243 "," 4,837 ", 20.5 , 0.7 ," 168,603 "," 4,980 ", 31.6 , 0.7 ," 166,271 "," 4,686 ", 31.2 , 0.7 ," 89,300 "," 3,286 ", 16.7 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,VA,Virginia,9," 567,315 "," 4,437 "," 119,009 "," 3,046 ", 21.0 , 0.5 ," 111,192 "," 2,676 ", 19.6 , 0.4 ," 191,661 "," 2,823 ", 33.8 , 0.4 ," 145,453 "," 2,071 ", 25.6 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,VA,Virginia,10," 565,197 "," 8,256 "," 98,594 "," 4,056 ", 17.4 , 0.6 ," 144,436 "," 4,770 ", 25.6 , 0.8 ," 219,463 "," 4,827 ", 38.8 , 0.7 ," 102,704 "," 3,686 ", 18.2 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,VA,Virginia,11," 509,988 "," 10,817 "," 108,065 "," 5,311 ", 21.2 , 0.8 ," 133,940 "," 4,763 ", 26.3 , 0.7 ," 181,280 "," 5,524 ", 35.5 , 0.8 ," 86,703 "," 3,940 ", 17.0 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,WA,Washington,1," 519,555 "," 10,068 "," 89,058 "," 5,945 ", 17.1 , 1.0 ," 139,221 "," 5,304 ", 26.8 , 1.0 ," 193,442 "," 6,951 ", 37.2 , 1.1 ," 97,834 "," 4,511 ", 18.8 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,WA,Washington,2," 558,321 "," 7,945 "," 127,235 "," 4,756 ", 22.8 , 0.7 ," 132,695 "," 4,595 ", 23.8 , 0.7 ," 177,757 "," 5,016 ", 31.8 , 0.8 ," 120,634 "," 3,717 ", 21.6 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,WA,Washington,3," 544,994 "," 4,118 "," 98,922 "," 2,228 ", 18.2 , 0.3 ," 130,162 "," 2,256 ", 23.9 , 0.4 ," 188,493 "," 2,690 ", 34.6 , 0.4 ," 127,417 "," 1,879 ", 23.4 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,WA,Washington,4," 443,137 "," 5,909 "," 101,079 "," 3,061 ", 22.8 , 0.6 ," 104,005 "," 3,276 ", 23.5 , 0.7 ," 139,372 "," 3,324 ", 31.5 , 0.6 ," 98,681 "," 2,454 ", 22.3 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,WA,Washington,5," 551,532 "," 3,876 "," 128,261 "," 2,045 ", 23.3 , 0.3 ," 125,417 "," 2,369 ", 22.7 , 0.4 ," 173,298 "," 2,008 ", 31.4 , 0.3 ," 124,556 "," 1,495 ", 22.6 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,WA,Washington,6," 570,991 "," 6,932 "," 105,695 "," 4,163 ", 18.5 , 0.6 ," 133,343 "," 3,756 ", 23.4 , 0.6 ," 185,911 "," 4,109 ", 32.6 , 0.6 ," 146,042 "," 2,457 ", 25.6 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,WA,Washington,7," 600,321 "," 11,081 "," 143,720 "," 6,334 ", 23.9 , 0.9 ," 177,404 "," 6,568 ", 29.6 , 1.0 ," 169,461 "," 6,228 ", 28.2 , 0.8 ," 109,736 "," 4,978 ", 18.3 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,WA,Washington,8," 522,952 "," 10,928 "," 90,974 "," 4,378 ", 17.4 , 0.7 ," 129,726 "," 5,420 ", 24.8 , 0.9 ," 201,383 "," 6,157 ", 38.5 , 0.9 ," 100,869 "," 4,525 ", 19.3 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,WA,Washington,9," 499,184 "," 11,809 "," 104,339 "," 6,065 ", 20.9 , 1.0 ," 134,537 "," 6,968 ", 27.0 , 1.2 ," 163,081 "," 5,400 ", 32.7 , 0.9 ," 97,227 "," 4,766 ", 19.5 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,WA,Washington,10," 544,552 "," 6,928 "," 127,027 "," 3,924 ", 23.3 , 0.6 ," 139,911 "," 4,650 ", 25.7 , 0.8 ," 168,782 "," 4,905 ", 31.0 , 0.8 ," 108,832 "," 3,053 ", 20.0 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,WV,West Virginia,1," 486,327 "," 3,632 "," 101,752 "," 2,398 ", 20.9 , 0.4 ," 104,414 "," 2,189 ", 21.5 , 0.4 ," 159,942 "," 2,436 ", 32.9 , 0.4 ," 120,219 "," 1,901 ", 24.7 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,WV,West Virginia,2," 487,208 "," 3,478 "," 85,419 "," 2,401 ", 17.5 , 0.5 ," 110,323 "," 2,352 ", 22.6 , 0.5 ," 172,084 "," 2,808 ", 35.3 , 0.5 ," 119,382 "," 2,426 ", 24.5 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,WV,West Virginia,3," 457,623 "," 2,050 "," 80,052 "," 1,712 ", 17.5 , 0.4 ," 100,024 "," 1,814 ", 21.9 , 0.4 ," 157,192 "," 1,628 ", 34.3 , 0.3 ," 120,355 "," 1,331 ", 26.3 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,WI,Wisconsin,1," 539,789 "," 5,165 "," 97,284 "," 2,904 ", 18.0 , 0.5 ," 122,993 "," 3,597 ", 22.8 , 0.6 ," 202,358 "," 3,943 ", 37.5 , 0.7 ," 117,154 "," 3,281 ", 21.7 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,WI,Wisconsin,2," 577,976 "," 3,636 "," 140,415 "," 2,342 ", 24.3 , 0.3 ," 138,504 "," 1,986 ", 24.0 , 0.3 ," 184,902 "," 2,055 ", 32.0 , 0.3 ," 114,155 "," 1,772 ", 19.8 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,WI,Wisconsin,3," 566,700 "," 2,657 "," 132,563 "," 2,376 ", 23.4 , 0.4 ," 118,693 "," 1,999 ", 20.9 , 0.3 ," 186,191 "," 1,906 ", 32.9 , 0.3 ," 129,253 "," 1,670 ", 22.8 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,WI,Wisconsin,4," 493,143 "," 4,985 "," 130,598 "," 2,711 ", 26.5 , 0.5 ," 127,685 "," 2,915 ", 25.9 , 0.5 ," 150,055 "," 3,320 ", 30.4 , 0.5 ," 84,805 "," 1,986 ", 17.2 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,WI,Wisconsin,5," 558,805 "," 5,239 "," 98,106 "," 2,914 ", 17.6 , 0.5 ," 131,851 "," 3,250 ", 23.6 , 0.5 ," 197,688 "," 3,537 ", 35.4 , 0.5 ," 131,160 "," 2,994 ", 23.5 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,WI,Wisconsin,6," 556,485 "," 2,532 "," 102,408 "," 1,665 ", 18.4 , 0.3 ," 122,332 "," 2,130 ", 22.0 , 0.4 ," 200,105 "," 2,042 ", 36.0 , 0.3 ," 131,640 "," 1,068 ", 23.7 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,WI,Wisconsin,7," 552,651 "," 2,556 "," 86,048 "," 1,610 ", 15.6 , 0.3 ," 115,957 "," 1,843 ", 21.0 , 0.3 ," 206,377 "," 1,798 ", 37.3 , 0.3 ," 144,269 "," 1,494 ", 26.1 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,WI,Wisconsin,8," 556,205 "," 2,262 "," 101,057 "," 1,787 ", 18.2 , 0.3 ," 128,912 "," 1,853 ", 23.2 , 0.3 ," 200,720 "," 1,671 ", 36.1 , 0.3 ," 125,516 "," 1,064 ", 22.6 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,WY,Wyoming,At-large," 433,644 "," 2,221 "," 86,967 "," 1,666 ", 20.1 , 0.4 ," 106,361 "," 1,762 ", 24.5 , 0.4 ," 144,337 "," 2,205 ", 33.3 , 0.5 ," 95,979 "," 1,485 ", 22.1 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Census Bureau, 2018 American Community Survey Table S2901.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Internet release date: February 26, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
